,Team,GP,W,L,OT,P,P%,RW,ROW,S/O Win,GF,GA,GF/GP,GA/GP,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,FOW%,Season,Date,Opponent
716,Philadelphia Flyers,1,0,1,0,0,.000,0,0,0,2,5,2.00,5.00,33.3,66.7,33.3,66.7,23.0,21.0,52.5,2024,2024/03/01,Washington Capitals
717,Ottawa Senators,1,0,1,0,0,.000,0,0,0,3,5,3.00,5.00,33.3,50.0,33.3,50.0,37.0,30.0,52.3,2024,2024/03/01,Arizona Coyotes
718,Washington Capitals,1,1,0,0,2,1.000,1,1,0,5,2,5.00,2.00,33.3,66.7,33.3,66.7,21.0,23.0,47.5,2024,2024/03/01,Philadelphia Flyers
719,Anaheim Ducks,1,1,0,0,2,1.000,1,1,0,4,3,4.00,3.00,0.0,50.0,0.0,50.0,23.0,55.0,46.5,2024,2024/03/01,New Jersey Devils
720,Arizona Coyotes,1,1,0,0,2,1.000,1,1,0,5,3,5.00,3.00,50.0,66.7,50.0,66.7,30.0,37.0,47.7,2024,2024/03/01,Ottawa Senators
721,New York Islanders,1,1,0,0,2,1.000,1,1,0,5,3,5.00,3.00,33.3,100.0,33.3,100.0,27.0,25.0,55.6,2024,2024/02/29,Detroit Red Wings
722,Pittsburgh Penguins,1,0,1,0,0,.000,0,0,0,0,2,0.00,2.00,0.0,75.0,0.0,75.0,33.0,28.0,49.1,2024,2024/02/29,Seattle Kraken
723,Boston Bruins,1,1,0,0,2,1.000,1,1,0,5,4,5.00,4.00,50.0,100.0,0.0,100.0,32.0,36.0,45.5,2024,2024/02/29,Vegas Golden Knights
724,Buffalo Sabres,1,1,0,0,2,1.000,0,1,0,3,2,3.00,2.00,66.7,66.7,66.7,66.7,23.0,23.0,42.6,2024,2024/02/29,Tampa Bay Lightning
725,Montréal Canadiens,1,0,0,1,1,.500,0,0,0,3,3,3.00,3.00,25.0,80.0,0.0,80.0,31.0,35.0,43.8,2024,2024/02/29,Florida Panthers
726,Toronto Maple Leafs,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,0.0,--,-100.0,--,26.0,32.0,50.0,2024,2024/02/29,Arizona Coyotes
727,Carolina Hurricanes,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,0.0,50.0,0.0,50.0,33.0,22.0,60.7,2024,2024/02/29,Columbus Blue Jackets
728,Florida Panthers,1,1,0,0,2,1.000,0,0,1,3,3,3.00,3.00,20.0,75.0,20.0,100.0,35.0,31.0,56.3,2024,2024/02/29,Montreal Canadiens
729,Tampa Bay Lightning,1,0,0,1,1,.500,0,0,0,2,3,2.00,3.00,33.3,33.3,33.3,33.3,23.0,23.0,57.5,2024,2024/02/29,Buffalo Sabres
730,Chicago Blackhawks,1,0,1,0,0,.000,0,0,0,0,5,0.00,5.00,0.0,0.0,0.0,0.0,24.0,33.0,57.5,2024,2024/02/29,Colorado Avalanche
731,Detroit Red Wings,1,0,1,0,0,.000,0,0,0,3,5,3.00,5.00,0.0,66.7,0.0,66.7,25.0,27.0,44.4,2024,2024/02/29,New York Islanders
732,Nashville Predators,1,1,0,0,2,1.000,1,1,0,6,1,6.00,1.00,50.0,100.0,50.0,100.0,31.0,34.0,47.4,2024,2024/02/29,Minnesota Wild
733,Colorado Avalanche,1,1,0,0,2,1.000,1,1,0,5,0,5.00,0.00,100.0,100.0,100.0,100.0,33.0,24.0,42.6,2024,2024/02/29,Chicago Blackhawks
734,Vancouver Canucks,1,0,1,0,0,.000,0,0,0,1,5,1.00,5.00,33.3,50.0,33.3,50.0,24.0,20.0,47.2,2024,2024/02/29,Los Angeles Kings
735,Anaheim Ducks,1,1,0,0,2,1.000,1,1,0,6,4,6.00,4.00,40.0,50.0,40.0,66.7,30.0,28.0,46.5,2024,2024/02/29,San Jose Sharks
736,Dallas Stars,1,1,0,0,2,1.000,1,1,0,4,1,4.00,1.00,0.0,0.0,0.0,0.0,36.0,26.0,58.7,2024,2024/02/29,Winnipeg Jets
737,Los Angeles Kings,1,1,0,0,2,1.000,1,1,0,5,1,5.00,1.00,50.0,66.7,50.0,66.7,20.0,24.0,52.8,2024,2024/02/29,Vancouver Canucks
738,San Jose Sharks,1,0,1,0,0,.000,0,0,0,4,6,4.00,6.00,50.0,60.0,33.3,60.0,28.0,30.0,53.5,2024,2024/02/29,Anaheim Ducks
739,Columbus Blue Jackets,1,0,1,0,0,.000,0,0,0,2,4,2.00,4.00,50.0,100.0,50.0,100.0,22.0,33.0,39.3,2024,2024/02/29,Carolina Hurricanes
740,Minnesota Wild,1,0,1,0,0,.000,0,0,0,1,6,1.00,6.00,0.0,50.0,0.0,50.0,34.0,31.0,52.6,2024,2024/02/29,Nashville Predators
741,Winnipeg Jets,1,0,1,0,0,.000,0,0,0,1,4,1.00,4.00,100.0,100.0,100.0,100.0,26.0,36.0,41.3,2024,2024/02/29,Dallas Stars
742,Arizona Coyotes,1,0,1,0,0,.000,0,0,0,2,4,2.00,4.00,--,100.0,--,200.0,32.0,26.0,50.0,2024,2024/02/29,Toronto Maple Leafs
743,Vegas Golden Knights,1,0,1,0,0,.000,0,0,0,4,5,4.00,5.00,0.0,50.0,0.0,100.0,36.0,32.0,54.6,2024,2024/02/29,Boston Bruins
744,Seattle Kraken,1,1,0,0,2,1.000,1,1,0,2,0,2.00,0.00,25.0,100.0,25.0,100.0,28.0,33.0,50.9,2024,2024/02/29,Pittsburgh Penguins
745,New York Rangers,1,1,0,0,2,1.000,1,1,0,4,1,4.00,1.00,33.3,100.0,33.3,100.0,30.0,31.0,54.6,2024,2024/02/28,Columbus Blue Jackets
746,St. Louis Blues,1,0,0,1,1,.500,0,0,0,2,3,2.00,3.00,33.3,50.0,33.3,50.0,34.0,36.0,47.5,2024,2024/02/28,Edmonton Oilers
747,Edmonton Oilers,1,1,0,0,2,1.000,0,1,0,3,2,3.00,2.00,50.0,66.7,50.0,66.7,36.0,34.0,52.5,2024,2024/02/28,St. Louis Blues
748,Columbus Blue Jackets,1,0,1,0,0,.000,0,0,0,1,4,1.00,4.00,0.0,66.7,0.0,66.7,31.0,30.0,45.5,2024,2024/02/28,New York Rangers
749,New Jersey Devils,1,1,0,0,2,1.000,1,1,0,7,2,7.00,2.00,0.0,100.0,0.0,100.0,44.0,31.0,54.7,2024,2024/02/27,San Jose Sharks
750,Philadelphia Flyers,1,1,0,0,2,1.000,1,1,0,6,2,6.00,2.00,0.0,100.0,0.0,100.0,31.0,22.0,46.3,2024,2024/02/27,Tampa Bay Lightning
751,Pittsburgh Penguins,1,1,0,0,2,1.000,0,1,0,4,3,4.00,3.00,20.0,75.0,0.0,75.0,40.0,35.0,50.0,2024,2024/02/27,Vancouver Canucks
752,Buffalo Sabres,1,0,1,0,0,.000,0,0,0,2,3,2.00,3.00,25.0,60.0,25.0,60.0,30.0,37.0,39.4,2024,2024/02/27,Florida Panthers
753,Montréal Canadiens,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,--,100.0,--,100.0,21.0,38.0,57.5,2024,2024/02/27,Arizona Coyotes
754,Ottawa Senators,1,0,1,0,0,.000,0,0,0,1,4,1.00,4.00,50.0,66.7,50.0,66.7,25.0,36.0,43.8,2024,2024/02/27,Nashville Predators
755,Toronto Maple Leafs,1,0,1,0,0,.000,0,0,0,2,6,2.00,6.00,0.0,100.0,0.0,100.0,30.0,32.0,53.6,2024,2024/02/27,Vegas Golden Knights
756,Carolina Hurricanes,1,1,0,0,2,1.000,1,1,0,3,2,3.00,2.00,0.0,100.0,0.0,100.0,28.0,30.0,64.4,2024,2024/02/27,Minnesota Wild
757,Florida Panthers,1,1,0,0,2,1.000,1,1,0,3,2,3.00,2.00,40.0,75.0,40.0,75.0,37.0,30.0,60.6,2024,2024/02/27,Buffalo Sabres
758,Tampa Bay Lightning,1,0,1,0,0,.000,0,0,0,2,6,2.00,6.00,0.0,100.0,0.0,100.0,22.0,31.0,53.7,2024,2024/02/27,Philadelphia Flyers
759,Washington Capitals,1,0,1,0,0,.000,0,0,0,3,8,3.00,8.00,50.0,66.7,0.0,66.7,21.0,31.0,35.4,2024,2024/02/27,Detroit Red Wings
760,Detroit Red Wings,1,1,0,0,2,1.000,1,1,0,8,3,8.00,3.00,33.3,50.0,33.3,100.0,31.0,21.0,64.6,2024,2024/02/27,Washington Capitals
761,Nashville Predators,1,1,0,0,2,1.000,1,1,0,4,1,4.00,1.00,33.3,50.0,33.3,50.0,36.0,25.0,56.3,2024,2024/02/27,Ottawa Senators
762,St. Louis Blues,1,0,1,0,0,.000,0,0,0,2,4,2.00,4.00,0.0,100.0,0.0,100.0,38.0,32.0,63.3,2024,2024/02/27,Winnipeg Jets
763,Calgary Flames,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,0.0,100.0,0.0,100.0,37.0,23.0,50.9,2024,2024/02/27,Los Angeles Kings
764,Colorado Avalanche,1,1,0,0,2,1.000,1,1,0,5,1,5.00,1.00,50.0,100.0,50.0,100.0,27.0,34.0,49.0,2024,2024/02/27,Dallas Stars
765,Vancouver Canucks,1,0,0,1,1,.500,0,0,0,3,4,3.00,4.00,25.0,80.0,25.0,100.0,35.0,40.0,50.0,2024,2024/02/27,Pittsburgh Penguins
766,Dallas Stars,1,0,1,0,0,.000,0,0,0,1,5,1.00,5.00,0.0,50.0,0.0,50.0,34.0,27.0,51.0,2024,2024/02/27,Colorado Avalanche
767,Los Angeles Kings,1,0,1,0,0,.000,0,0,0,2,4,2.00,4.00,0.0,100.0,0.0,100.0,23.0,37.0,49.1,2024,2024/02/27,Calgary Flames
768,San Jose Sharks,1,0,1,0,0,.000,0,0,0,2,7,2.00,7.00,0.0,100.0,0.0,100.0,31.0,44.0,45.3,2024,2024/02/27,New Jersey Devils
769,Minnesota Wild,1,0,1,0,0,.000,0,0,0,2,3,2.00,3.00,0.0,100.0,0.0,100.0,30.0,28.0,35.6,2024,2024/02/27,Carolina Hurricanes
770,Winnipeg Jets,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,0.0,100.0,0.0,100.0,32.0,38.0,36.7,2024,2024/02/27,St. Louis Blues
771,Arizona Coyotes,1,0,1,0,0,.000,0,0,0,2,4,2.00,4.00,0.0,--,0.0,--,38.0,21.0,42.6,2024,2024/02/27,Montreal Canadiens
772,Vegas Golden Knights,1,1,0,0,2,1.000,1,1,0,6,2,6.00,2.00,0.0,100.0,0.0,100.0,32.0,30.0,46.4,2024,2024/02/27,Toronto Maple Leafs
773,New York Islanders,1,1,0,0,2,1.000,0,1,0,3,2,3.00,2.00,0.0,0.0,0.0,0.0,28.0,32.0,48.3,2024,2024/02/26,Dallas Stars
774,Boston Bruins,1,0,0,1,1,.500,0,0,0,3,3,3.00,3.00,100.0,80.0,100.0,80.0,32.0,27.0,60.3,2024,2024/02/26,Seattle Kraken
775,Ottawa Senators,1,0,1,0,0,.000,0,0,0,3,6,3.00,6.00,0.0,33.3,0.0,33.3,21.0,20.0,50.9,2024,2024/02/26,Washington Capitals
776,Washington Capitals,1,1,0,0,2,1.000,1,1,0,6,3,6.00,3.00,66.7,100.0,66.7,100.0,20.0,21.0,49.1,2024,2024/02/26,Ottawa Senators
777,Edmonton Oilers,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,33.3,100.0,33.3,100.0,31.0,40.0,51.7,2024,2024/02/26,Los Angeles Kings
778,Dallas Stars,1,0,0,1,1,.500,0,0,0,2,3,2.00,3.00,100.0,100.0,100.0,100.0,32.0,28.0,51.7,2024,2024/02/26,New York Islanders
779,Los Angeles Kings,1,0,1,0,0,.000,0,0,0,2,4,2.00,4.00,0.0,66.7,0.0,66.7,40.0,31.0,48.3,2024,2024/02/26,Edmonton Oilers
780,Seattle Kraken,1,1,0,0,2,1.000,0,0,1,3,3,3.00,3.00,20.0,0.0,20.0,0.0,27.0,32.0,39.7,2024,2024/02/26,Boston Bruins
781,New Jersey Devils,1,0,1,0,0,.000,0,0,0,1,4,1.00,4.00,25.0,100.0,25.0,100.0,19.0,27.0,57.1,2024,2024/02/25,Tampa Bay Lightning
782,New York Rangers,1,0,1,0,0,.000,0,0,0,2,4,2.00,4.00,0.0,66.7,0.0,66.7,40.0,41.0,55.9,2024,2024/02/25,Columbus Blue Jackets
783,Philadelphia Flyers,1,0,1,0,0,.000,0,0,0,6,7,6.00,7.00,20.0,50.0,20.0,75.0,21.0,32.0,52.4,2024,2024/02/25,Pittsburgh Penguins
784,Pittsburgh Penguins,1,1,0,0,2,1.000,1,1,0,7,6,7.00,6.00,50.0,80.0,25.0,80.0,32.0,21.0,47.6,2024,2024/02/25,Philadelphia Flyers
785,Buffalo Sabres,1,1,0,0,2,1.000,0,0,1,2,2,2.00,2.00,50.0,50.0,50.0,50.0,32.0,32.0,37.0,2024,2024/02/25,Carolina Hurricanes
786,Carolina Hurricanes,1,0,0,1,1,.500,0,0,0,2,2,2.00,2.00,50.0,50.0,50.0,50.0,32.0,32.0,63.0,2024,2024/02/25,Buffalo Sabres
787,Tampa Bay Lightning,1,1,0,0,2,1.000,1,1,0,4,1,4.00,1.00,0.0,75.0,0.0,75.0,27.0,19.0,42.9,2024,2024/02/25,New Jersey Devils
788,Chicago Blackhawks,1,0,0,1,1,.500,0,0,0,2,3,2.00,3.00,100.0,--,100.0,--,36.0,31.0,42.9,2024,2024/02/25,Detroit Red Wings
789,Detroit Red Wings,1,1,0,0,2,1.000,0,1,0,3,2,3.00,2.00,--,0.0,--,0.0,31.0,36.0,57.1,2024,2024/02/25,Chicago Blackhawks
790,Nashville Predators,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,0.0,100.0,0.0,100.0,29.0,31.0,53.7,2024,2024/02/25,Anaheim Ducks
791,Anaheim Ducks,1,0,1,0,0,.000,0,0,0,2,4,2.00,4.00,0.0,100.0,0.0,100.0,31.0,29.0,46.3,2024,2024/02/25,Nashville Predators
792,Columbus Blue Jackets,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,33.3,100.0,33.3,100.0,41.0,40.0,44.1,2024,2024/02/25,New York Rangers
793,Winnipeg Jets,1,1,0,0,2,1.000,0,1,0,4,3,4.00,3.00,66.7,50.0,66.7,50.0,32.0,32.0,53.7,2024,2024/02/25,Arizona Coyotes
794,Arizona Coyotes,1,0,0,1,1,.500,0,0,0,3,4,3.00,4.00,50.0,33.3,50.0,33.3,32.0,32.0,46.3,2024,2024/02/25,Winnipeg Jets
795,New Jersey Devils,1,1,0,0,2,1.000,1,1,0,4,3,4.00,3.00,50.0,--,50.0,--,24.0,26.0,60.4,2024,2024/02/24,Montreal Canadiens
796,New York Islanders,1,0,1,0,0,.000,0,0,0,2,4,2.00,4.00,20.0,66.7,20.0,66.7,34.0,21.0,49.1,2024,2024/02/24,Tampa Bay Lightning
797,New York Rangers,1,1,0,0,2,1.000,1,1,0,2,1,2.00,1.00,0.0,100.0,0.0,100.0,24.0,40.0,36.7,2024,2024/02/24,Philadelphia Flyers
798,Philadelphia Flyers,1,0,1,0,0,.000,0,0,0,1,2,1.00,2.00,0.0,100.0,0.0,100.0,40.0,24.0,63.3,2024,2024/02/24,New York Rangers
799,Boston Bruins,1,0,0,1,1,.500,0,0,0,2,3,2.00,3.00,0.0,50.0,0.0,50.0,25.0,39.0,40.6,2024,2024/02/24,Vancouver Canucks
800,Montréal Canadiens,1,0,1,0,0,.000,0,0,0,3,4,3.00,4.00,--,50.0,--,50.0,26.0,24.0,39.6,2024,2024/02/24,New Jersey Devils
801,Ottawa Senators,1,1,0,0,2,1.000,0,0,1,3,3,3.00,3.00,33.3,50.0,33.3,50.0,33.0,29.0,61.2,2024,2024/02/24,Vegas Golden Knights
802,Toronto Maple Leafs,1,1,0,0,2,1.000,1,1,0,4,3,4.00,3.00,100.0,0.0,100.0,0.0,30.0,29.0,52.2,2024,2024/02/24,Colorado Avalanche
803,Carolina Hurricanes,1,0,1,0,0,.000,0,0,0,1,2,1.00,2.00,0.0,100.0,0.0,100.0,21.0,16.0,38.9,2024,2024/02/24,Dallas Stars
804,Florida Panthers,1,1,0,0,2,1.000,0,1,0,3,2,3.00,2.00,33.3,50.0,33.3,50.0,29.0,24.0,57.9,2024,2024/02/24,Washington Capitals
805,Tampa Bay Lightning,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,33.3,80.0,33.3,80.0,21.0,34.0,50.9,2024,2024/02/24,New York Islanders
806,Washington Capitals,1,0,0,1,1,.500,0,0,0,2,3,2.00,3.00,50.0,66.7,50.0,66.7,24.0,29.0,42.1,2024,2024/02/24,Florida Panthers
807,Detroit Red Wings,1,1,0,0,2,1.000,1,1,0,6,1,6.00,1.00,33.3,100.0,33.3,100.0,34.0,23.0,50.9,2024,2024/02/24,St. Louis Blues
808,Nashville Predators,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,33.3,100.0,33.3,100.0,35.0,25.0,53.5,2024,2024/02/24,San Jose Sharks
809,St. Louis Blues,1,0,1,0,0,.000,0,0,0,1,6,1.00,6.00,0.0,66.7,0.0,66.7,23.0,34.0,49.1,2024,2024/02/24,Detroit Red Wings
810,Calgary Flames,1,1,0,0,2,1.000,1,1,0,6,3,6.00,3.00,25.0,66.7,25.0,66.7,31.0,35.0,50.0,2024,2024/02/24,Edmonton Oilers
811,Colorado Avalanche,1,0,1,0,0,.000,0,0,0,3,4,3.00,4.00,100.0,0.0,100.0,0.0,29.0,30.0,47.8,2024,2024/02/24,Toronto Maple Leafs
812,Edmonton Oilers,1,0,1,0,0,.000,0,0,0,3,6,3.00,6.00,33.3,75.0,33.3,75.0,35.0,31.0,50.0,2024,2024/02/24,Calgary Flames
813,Vancouver Canucks,1,1,0,0,2,1.000,0,1,0,3,2,3.00,2.00,50.0,100.0,50.0,100.0,39.0,25.0,59.4,2024,2024/02/24,Boston Bruins
814,Anaheim Ducks,1,0,0,1,1,.500,0,0,0,2,2,2.00,2.00,50.0,50.0,50.0,75.0,24.0,50.0,32.1,2024,2024/02/24,Los Angeles Kings
815,Dallas Stars,1,1,0,0,2,1.000,1,1,0,2,1,2.00,1.00,0.0,100.0,0.0,100.0,16.0,21.0,61.1,2024,2024/02/24,Carolina Hurricanes
816,Los Angeles Kings,1,1,0,0,2,1.000,0,0,1,2,2,2.00,2.00,50.0,50.0,25.0,50.0,50.0,24.0,67.9,2024,2024/02/24,Anaheim Ducks
817,San Jose Sharks,1,0,1,0,0,.000,0,0,0,2,4,2.00,4.00,0.0,66.7,0.0,66.7,25.0,35.0,46.6,2024,2024/02/24,Nashville Predators
818,Minnesota Wild,1,1,0,0,2,1.000,1,1,0,5,2,5.00,2.00,33.3,100.0,33.3,100.0,31.0,32.0,51.6,2024,2024/02/24,Seattle Kraken
819,Vegas Golden Knights,1,0,0,1,1,.500,0,0,0,3,3,3.00,3.00,50.0,66.7,50.0,66.7,29.0,33.0,38.8,2024,2024/02/24,Ottawa Senators
820,Seattle Kraken,1,0,1,0,0,.000,0,0,0,2,5,2.00,5.00,0.0,66.7,0.0,66.7,32.0,31.0,48.4,2024,2024/02/24,Minnesota Wild
821,Buffalo Sabres,1,1,0,0,2,1.000,1,1,0,2,1,2.00,1.00,0.0,66.7,0.0,66.7,37.0,26.0,53.1,2024,2024/02/23,Columbus Blue Jackets
822,Chicago Blackhawks,1,0,0,1,1,.500,0,0,0,2,3,2.00,3.00,0.0,100.0,0.0,100.0,35.0,31.0,50.0,2024,2024/02/23,Winnipeg Jets
823,Edmonton Oilers,1,0,1,0,0,.000,0,0,0,2,4,2.00,4.00,100.0,100.0,100.0,100.0,43.0,20.0,67.9,2024,2024/02/23,Minnesota Wild
824,Columbus Blue Jackets,1,0,1,0,0,.000,0,0,0,1,2,1.00,2.00,33.3,100.0,33.3,100.0,26.0,37.0,46.9,2024,2024/02/23,Buffalo Sabres
825,Minnesota Wild,1,1,0,0,2,1.000,1,1,0,4,2,4.00,2.00,0.0,0.0,0.0,0.0,20.0,43.0,32.1,2024,2024/02/23,Edmonton Oilers
826,Winnipeg Jets,1,1,0,0,2,1.000,0,1,0,3,2,3.00,2.00,0.0,100.0,0.0,100.0,31.0,35.0,50.0,2024,2024/02/23,Chicago Blackhawks
827,New Jersey Devils,1,0,1,0,0,.000,0,0,0,1,5,1.00,5.00,0.0,80.0,0.0,80.0,40.0,18.0,57.6,2024,2024/02/22,New York Rangers
828,New York Islanders,1,0,1,0,0,.000,0,0,0,0,4,0.00,4.00,0.0,80.0,0.0,80.0,38.0,25.0,57.7,2024,2024/02/22,St. Louis Blues
829,New York Rangers,1,1,0,0,2,1.000,1,1,0,5,1,5.00,1.00,20.0,100.0,20.0,100.0,18.0,40.0,42.4,2024,2024/02/22,New Jersey Devils
830,Pittsburgh Penguins,1,1,0,0,2,1.000,1,1,0,4,1,4.00,1.00,50.0,100.0,50.0,100.0,27.0,31.0,51.9,2024,2024/02/22,Montreal Canadiens
831,Boston Bruins,1,0,0,1,1,.500,0,0,0,2,3,2.00,3.00,0.0,100.0,0.0,100.0,34.0,30.0,52.7,2024,2024/02/22,Calgary Flames
832,Montréal Canadiens,1,0,1,0,0,.000,0,0,0,1,4,1.00,4.00,0.0,50.0,0.0,50.0,31.0,27.0,48.2,2024,2024/02/22,Pittsburgh Penguins
833,Ottawa Senators,1,1,0,0,2,1.000,1,1,0,4,1,4.00,1.00,25.0,100.0,25.0,100.0,30.0,15.0,61.1,2024,2024/02/22,Dallas Stars
834,Toronto Maple Leafs,1,1,0,0,2,1.000,1,1,0,7,3,7.00,3.00,0.0,100.0,0.0,100.0,42.0,26.0,45.1,2024,2024/02/22,Vegas Golden Knights
835,Carolina Hurricanes,1,1,0,0,2,1.000,1,1,0,1,0,1.00,0.00,0.0,100.0,0.0,100.0,29.0,45.0,39.1,2024,2024/02/22,Florida Panthers
836,Florida Panthers,1,0,1,0,0,.000,0,0,0,0,1,0.00,1.00,0.0,100.0,0.0,100.0,45.0,29.0,60.9,2024,2024/02/22,Carolina Hurricanes
837,Tampa Bay Lightning,1,0,1,0,0,.000,0,0,0,3,5,3.00,5.00,0.0,100.0,0.0,100.0,32.0,24.0,43.9,2024,2024/02/22,Washington Capitals
838,Washington Capitals,1,1,0,0,2,1.000,1,1,0,5,3,5.00,3.00,0.0,100.0,0.0,100.0,24.0,32.0,56.1,2024,2024/02/22,Tampa Bay Lightning
839,Detroit Red Wings,1,1,0,0,2,1.000,0,1,0,2,1,2.00,1.00,25.0,100.0,25.0,100.0,30.0,31.0,53.1,2024,2024/02/22,Colorado Avalanche
840,Nashville Predators,1,1,0,0,2,1.000,1,1,0,4,1,4.00,1.00,0.0,66.7,0.0,66.7,21.0,28.0,43.6,2024,2024/02/22,Los Angeles Kings
841,St. Louis Blues,1,1,0,0,2,1.000,1,1,0,4,0,4.00,0.00,20.0,100.0,20.0,100.0,25.0,38.0,42.3,2024,2024/02/22,New York Islanders
842,Calgary Flames,1,1,0,0,2,1.000,0,1,0,3,2,3.00,2.00,0.0,100.0,0.0,100.0,30.0,34.0,47.3,2024,2024/02/22,Boston Bruins
843,Colorado Avalanche,1,0,0,1,1,.500,0,0,0,1,2,1.00,2.00,0.0,75.0,0.0,75.0,31.0,30.0,46.9,2024,2024/02/22,Detroit Red Wings
844,Vancouver Canucks,1,0,1,0,0,.000,0,0,0,2,5,2.00,5.00,0.0,66.7,0.0,66.7,21.0,31.0,51.7,2024,2024/02/22,Seattle Kraken
845,Dallas Stars,1,0,1,0,0,.000,0,0,0,1,4,1.00,4.00,0.0,75.0,0.0,75.0,15.0,30.0,38.9,2024,2024/02/22,Ottawa Senators
846,Los Angeles Kings,1,0,1,0,0,.000,0,0,0,1,4,1.00,4.00,33.3,100.0,33.3,100.0,28.0,21.0,56.4,2024,2024/02/22,Nashville Predators
847,Vegas Golden Knights,1,0,1,0,0,.000,0,0,0,3,7,3.00,7.00,0.0,100.0,0.0,100.0,26.0,42.0,54.9,2024,2024/02/22,Toronto Maple Leafs
848,Seattle Kraken,1,1,0,0,2,1.000,1,1,0,5,2,5.00,2.00,33.3,100.0,33.3,100.0,31.0,21.0,48.3,2024,2024/02/22,Vancouver Canucks
849,Philadelphia Flyers,1,1,0,0,2,1.000,1,1,0,3,1,3.00,1.00,--,100.0,--,100.0,33.0,22.0,50.0,2024,2024/02/21,Chicago Blackhawks
850,Boston Bruins,1,1,0,0,2,1.000,0,1,0,6,5,6.00,5.00,50.0,100.0,50.0,100.0,36.0,42.0,52.1,2024,2024/02/21,Edmonton Oilers
851,Buffalo Sabres,1,1,0,0,2,1.000,1,1,0,3,2,3.00,2.00,33.3,100.0,33.3,125.0,23.0,31.0,34.7,2024,2024/02/21,Montreal Canadiens
852,Montréal Canadiens,1,0,1,0,0,.000,0,0,0,2,3,2.00,3.00,0.0,66.7,-25.0,66.7,31.0,23.0,65.3,2024,2024/02/21,Buffalo Sabres
853,Toronto Maple Leafs,1,1,0,0,2,1.000,1,1,0,6,3,6.00,3.00,40.0,66.7,40.0,66.7,36.0,26.0,51.7,2024,2024/02/21,Arizona Coyotes
854,Chicago Blackhawks,1,0,1,0,0,.000,0,0,0,1,3,1.00,3.00,0.0,--,0.0,--,22.0,33.0,50.0,2024,2024/02/21,Philadelphia Flyers
855,Edmonton Oilers,1,0,0,1,1,.500,0,0,0,5,6,5.00,6.00,0.0,50.0,0.0,50.0,42.0,36.0,47.9,2024,2024/02/21,Boston Bruins
856,Anaheim Ducks,1,0,1,0,0,.000,0,0,0,4,7,4.00,7.00,0.0,100.0,-25.0,100.0,31.0,27.0,53.2,2024,2024/02/21,Columbus Blue Jackets
857,Columbus Blue Jackets,1,1,0,0,2,1.000,1,1,0,7,4,7.00,4.00,0.0,100.0,0.0,125.0,27.0,31.0,46.8,2024,2024/02/21,Anaheim Ducks
858,Arizona Coyotes,1,0,1,0,0,.000,0,0,0,3,6,3.00,6.00,33.3,60.0,33.3,60.0,26.0,36.0,48.3,2024,2024/02/21,Toronto Maple Leafs
859,New Jersey Devils,1,0,1,0,0,.000,0,0,0,2,6,2.00,6.00,0.0,0.0,0.0,0.0,39.0,26.0,62.1,2024,2024/02/20,Washington Capitals
860,New York Islanders,1,1,0,0,2,1.000,0,1,0,5,4,5.00,4.00,0.0,100.0,0.0,100.0,33.0,41.0,42.2,2024,2024/02/20,Pittsburgh Penguins
861,New York Rangers,1,1,0,0,2,1.000,1,1,0,3,1,3.00,1.00,0.0,75.0,0.0,75.0,26.0,42.0,55.0,2024,2024/02/20,Dallas Stars
862,Pittsburgh Penguins,1,0,0,1,1,.500,0,0,0,4,5,4.00,5.00,0.0,100.0,0.0,100.0,41.0,33.0,57.8,2024,2024/02/20,New York Islanders
863,Ottawa Senators,1,0,0,1,1,.500,0,0,0,2,3,2.00,3.00,0.0,100.0,0.0,100.0,30.0,34.0,55.7,2024,2024/02/20,Florida Panthers
864,Florida Panthers,1,1,0,0,2,1.000,0,1,0,3,2,3.00,2.00,0.0,100.0,0.0,100.0,34.0,30.0,44.3,2024,2024/02/20,Ottawa Senators
865,Washington Capitals,1,1,0,0,2,1.000,1,1,0,6,2,6.00,2.00,100.0,100.0,100.0,100.0,26.0,39.0,37.9,2024,2024/02/20,New Jersey Devils
866,Nashville Predators,1,1,0,0,2,1.000,1,1,0,5,3,5.00,3.00,0.0,75.0,0.0,75.0,40.0,26.0,55.2,2024,2024/02/20,Vegas Golden Knights
867,Colorado Avalanche,1,1,0,0,2,1.000,1,1,0,3,1,3.00,1.00,0.0,100.0,0.0,100.0,27.0,25.0,37.5,2024,2024/02/20,Vancouver Canucks
868,Vancouver Canucks,1,0,1,0,0,.000,0,0,0,1,3,1.00,3.00,0.0,100.0,0.0,100.0,25.0,27.0,62.5,2024,2024/02/20,Colorado Avalanche
